Messstelle 3240 9933, Grundwasserstand in m über NHN92
 
22.07.1993;     24,75
01.08.1993;     24,81
08.08.1993;     24,83
15.08.1993;     24,82
22.08.1993;     24,79
01.09.1993;     24,76
08.09.1993;     24,73
15.09.1993;     24,77
22.09.1993;     24,82
01.10.1993;     24,82
08.10.1993;     24,78
15.10.1993;     24,73
22.10.1993;     24,71
01.11.1993;     24,71
08.11.1993;     24,70
15.11.1993;     24,71
22.11.1993;     24,71
01.12.1993;     24,73
08.12.1993;     24,79
15.12.1993;     24,85
22.12.1993;     24,87
01.01.1994;     25,12
08.01.1994;     25,21
15.01.1994;     25,21
22.01.1994;     25,22
01.02.1994;     25,32
08.02.1994;     25,33
15.02.1994;     25,27
22.02.1994;     25,24
01.03.1994;     25,21
08.03.1994;     25,17
15.03.1994;     25,26
22.03.1994;     25,33
01.04.1994;     25,41
08.04.1994;     25,40
15.04.1994;     25,42
22.04.1994;     25,44
01.05.1994;     25,38
08.05.1994;     25,27
15.05.1994;     25,21
22.05.1994;     25,09
01.06.1994;     25,08
08.06.1994;     25,06
15.06.1994;     25,02
22.06.1994;     24,93
01.07.1994;     25,08
08.07.1994;     25,06
15.07.1994;     25,02
22.07.1994;     24,93
01.08.1994;     24,61
08.08.1994;     24,59
15.08.1994;     24,62
22.08.1994;     24,67
01.09.1994;     24,73
08.09.1994;     24,88
15.09.1994;     24,90
22.09.1994;     25,01
01.10.1994;     24,96
08.10.1994;     24,91
15.10.1994;     24,90
22.10.1994;     24,88
01.11.1994;     24,93
08.11.1994;     24,92
15.11.1994;     24,91
22.11.1994;     24,99
01.12.1994;     24,98
08.12.1994;     24,99
15.12.1994;     25,06
22.12.1994;     25,07
01.01.1995;     25,09
08.01.1995;     25,09
15.01.1995;     25,08
22.01.1995;     25,10
01.02.1995;     25,26
08.02.1995;     25,37
15.02.1995;     25,44
22.02.1995;     25,44
01.03.1995;     25,42
08.03.1995;     25,35
15.03.1995;     25,28
22.03.1995;     25,22
01.04.1995;     25,23
08.04.1995;     25,26
15.04.1995;     25,25
22.04.1995;     25,24
01.05.1995;     25,20
08.05.1995;     25,14
15.05.1995;     25,08
22.05.1995;     25,01
01.06.1995;     25,02
08.06.1995;     25,03
15.06.1995;     25,07
22.06.1995;     25,09
01.07.1995;     25,03
08.07.1995;     24,98
15.07.1995;     24,89
22.07.1995;     24,86
01.08.1995;     24,78
08.08.1995;     24,77
15.08.1995;     24,73
22.08.1995;     24,68
01.09.1995;     24,71
08.09.1995;     24,71
15.09.1995;     24,70
22.09.1995;     24,72
01.10.1995;     24,78
08.10.1995;     24,78
15.10.1995;     24,80
22.10.1995;     24,77
01.11.1995;     24,79
08.11.1995;     24,84
15.11.1995;     24,84
22.11.1995;     24,82
01.12.1995;     24,81
08.12.1995;     24,80
15.12.1995;     24,82
22.12.1995;     24,85
01.01.1996;     24,87
08.01.1996;     24,89
15.01.1996;     24,86
22.01.1996;     24,82
01.02.1996;     24,79
08.02.1996;     24,74
15.02.1996;     24,78
22.02.1996;     24,85
01.03.1996;     24,91
08.03.1996;     24,88
15.03.1996;     24,85
22.03.1996;     24,84
01.04.1996;     24,86
08.04.1996;     24,91
15.04.1996;     24,89
22.04.1996;     24,86
01.05.1996;     24,87
08.05.1996;     24,86
15.05.1996;     24,85
22.05.1996;     24,84
01.06.1996;     24,90
08.06.1996;     24,85
15.06.1996;     24,76
22.06.1996;     24,71
01.07.1996;     24,71
08.07.1996;     24,72
15.07.1996;     24,72
22.07.1996;     24,69
01.08.1996;     24,66
08.08.1996;     24,65
15.08.1996;     24,63
22.08.1996;     24,63
01.09.1996;     24,58
08.09.1996;     24,57
15.09.1996;     24,55
22.09.1996;     24,55
01.10.1996;     24,60
08.10.1996;     24,64
15.10.1996;     24,66
22.10.1996;     24,67
01.11.1996;     24,73
08.11.1996;     24,73
15.11.1996;     24,75
22.11.1996;     24,77
01.12.1996;     24,81
08.12.1996;     24,83
15.12.1996;     24,85
22.12.1996;     24,83
01.01.1997;     24,80
08.01.1997;     24,79
15.01.1997;     24,79
22.01.1997;     24,78
01.02.1997;     24,82
08.02.1997;     24,83
15.02.1997;     24,86
22.02.1997;     24,90
01.03.1997;     24,95
08.03.1997;     24,97
15.03.1997;     24,99
22.03.1997;     24,95
01.04.1997;     24,91
08.04.1997;     24,88
15.04.1997;     24,87
22.04.1997;     24,85
01.05.1997;     24,84
08.05.1997;     24,83
15.05.1997;     24,83
22.05.1997;     24,85
01.06.1997;     24,81
08.06.1997;     24,75
15.06.1997;     24,73
22.06.1997;     24,69
01.07.1997;     24,66
08.07.1997;     24,62
15.07.1997;     24,61
22.07.1997;     24,63
01.08.1997;     24,62
08.08.1997;     24,60
15.08.1997;     24,57
22.08.1997;     24,51
01.09.1997;     24,52
08.09.1997;     24,50
15.09.1997;     24,48
22.09.1997;     24,46
01.10.1997;     24,47
08.10.1997;     24,49
15.10.1997;     24,48
22.10.1997;     24,49
01.11.1997;     24,53
08.11.1997;     24,57
15.11.1997;     24,57
22.11.1997;     24,59
01.12.1997;     24,61
08.12.1997;     24,64
15.12.1997;     24,68
22.12.1997;     24,74
01.01.1998;     24,80
08.01.1998;     24,83
15.01.1998;     24,86
22.01.1998;     24,86
01.02.1998;     24,83
08.02.1998;     24,81
15.02.1998;     24,80
22.02.1998;     24,79
01.03.1998;     24,80
08.03.1998;     24,82
15.03.1998;     24,83
22.03.1998;     24,85
01.04.1998;     24,89
08.04.1998;     24,91
15.04.1998;     24,89
22.04.1998;     24,87
01.05.1998;     24,85
08.05.1998;     24,79
15.05.1998;     24,75
22.05.1998;     24,71
01.06.1998;     24,67
08.06.1998;     24,64
15.06.1998;     24,61
22.06.1998;     24,58
01.07.1998;     24,61
08.07.1998;     24,60
15.07.1998;     24,59
22.07.1998;     24,57
01.08.1998;     24,52
08.08.1998;     24,50
15.08.1998;     24,49
22.08.1998;     24,49
01.09.1998;     24,52
08.09.1998;     24,55
15.09.1998;     24,59
22.09.1998;     24,58
01.10.1998;     24,57
08.10.1998;     24,59
15.10.1998;     24,60
22.10.1998;     24,61
01.11.1998;     24,81
08.11.1998;     24,88
15.11.1998;     24,95
22.11.1998;     25,00
01.12.1998;     24,96
08.12.1998;     24,97
15.12.1998;     24,99
22.12.1998;     24,98
01.01.1999;     24,99
08.01.1999;     24,96
15.01.1999;     24,93
22.01.1999;     24,92
01.02.1999;     24,97
08.02.1999;     25,07
15.02.1999;     25,07
22.02.1999;     25,09
01.03.1999;     25,13
08.03.1999;     25,23
15.03.1999;     25,24
22.03.1999;     25,25
01.04.1999;     25,19
08.04.1999;     25,13
15.04.1999;     25,06
22.04.1999;     25,01
01.05.1999;     24,95
08.05.1999;     24,89
15.05.1999;     24,91
22.05.1999;     24,90
01.06.1999;     24,86
08.06.1999;     24,86
15.06.1999;     24,84
22.06.1999;     24,82
01.07.1999;     24,79
08.07.1999;     24,76
15.07.1999;     24,71
22.07.1999;     24,65
01.08.1999;     24,62
08.08.1999;     24,58
15.08.1999;     24,56
22.08.1999;     24,57
01.09.1999;     24,56
08.09.1999;     24,55
15.09.1999;     24,55
22.09.1999;     24,54
01.10.1999;     24,57
08.10.1999;     24,61
15.10.1999;     24,60
22.10.1999;     24,59
01.11.1999;     24,62
08.11.1999;     24,66
15.11.1999;     24,69
22.11.1999;     24,72
01.12.1999;     24,75
08.12.1999;     24,79
15.12.1999;     24,78
22.12.1999;     24,78
01.01.2000;     24,83
08.01.2000;     24,87
15.01.2000;     24,86
22.01.2000;     24,85
01.02.2000;     24,90
08.02.2000;     24,92
15.02.2000;     24,98
22.02.2000;     24,96
01.03.2000;     24,95
08.03.2000;     24,92
15.03.2000;     25,10
22.03.2000;     25,07
01.04.2000;     25,10
08.04.2000;     25,12
15.04.2000;     25,09
22.04.2000;     25,03
01.05.2000;     24,93
08.05.2000;     24,86
15.05.2000;     24,76
22.05.2000;     24,72
01.06.2000;     24,69
08.06.2000;     24,66
15.06.2000;     24,63
22.06.2000;     24,61
01.07.2000;     24,63
08.07.2000;     24,61
15.07.2000;     24,60
22.07.2000;     24,59
01.08.2000;     24,64
08.08.2000;     24,69
15.08.2000;     24,67
22.08.2000;     24,66
01.09.2000;     24,68
08.09.2000;     24,71
15.09.2000;     24,72
22.09.2000;     24,73
01.10.2000;     24,73
08.10.2000;     24,74
15.10.2000;     24,74
22.10.2000;     24,71
01.11.2000;     24,71
08.11.2000;     24,73
15.11.2000;     24,76
22.11.2000;     24,78
01.12.2000;     24,78
08.12.2000;     24,77
15.12.2000;     24,77
22.12.2000;     24,78
01.01.2001;     24,78
08.01.2001;     24,81
15.01.2001;     24,82
22.01.2001;     24,83
01.02.2001;     24,86
